,id,age,class,long,lat
1571,b4913,20,27,43.003072958220734,-78.77734861743599
1572,b4914,18,15,43.003072958220734,-78.77734861743599
1573,b4915,18,0,43.003072958220734,-78.77734861743599
1574,b4916,24,28,43.003072958220734,-78.77734861743599
1575,b4917,20,15,43.003072958220734,-78.77734861743599
1576,b4918,17,3,43.003072958220734,-78.77734861743599
1577,b4919,19,27,43.003072958220734,-78.77734861743599
1578,b49110,22,24,43.003072958220734,-78.77734861743599
1579,b49111,21,5,43.003072958220734,-78.77734861743599
1580,b49112,23,15,43.003072958220734,-78.77734861743599
1581,b49113,24,18,43.003072958220734,-78.77734861743599
1582,b49114,23,25,43.003072958220734,-78.77734861743599
1583,b49115,17,27,43.003072958220734,-78.77734861743599
1584,b49116,25,11,43.003072958220734,-78.77734861743599
1585,b49117,24,19,43.003072958220734,-78.77734861743599
1586,b49118,23,19,43.003072958220734,-78.77734861743599
1587,b49119,17,9,43.003072958220734,-78.77734861743599
1588,b49120,23,21,43.003072958220734,-78.77734861743599
1589,b49121,18,29,43.003072958220734,-78.77734861743599
1590,b49122,18,7,43.003072958220734,-78.77734861743599
1591,b49123,20,0,43.003072958220734,-78.77734861743599
1592,b49124,23,7,43.003072958220734,-78.77734861743599
1593,b49125,18,22,43.003072958220734,-78.77734861743599
1594,b49126,22,22,43.003072958220734,-78.77734861743599
1595,b49127,18,6,43.003072958220734,-78.77734861743599
1596,b49128,20,16,43.003072958220734,-78.77734861743599
1597,b49129,18,18,43.003072958220734,-78.77734861743599
1598,b49130,23,29,43.003072958220734,-78.77734861743599
1599,b49131,22,9,43.003072958220734,-78.77734861743599
1600,b5010,21,26,43.00339452163931,-78.77868861420988
1601,b5011,18,3,43.00339452163931,-78.77868861420988
1602,b5012,25,30,43.00339452163931,-78.77868861420988
1603,b5013,21,18,43.00339452163931,-78.77868861420988
1604,b5014,24,22,43.00339452163931,-78.77868861420988
1605,b5015,21,20,43.00339452163931,-78.77868861420988
1606,b5016,24,4,43.00339452163931,-78.77868861420988
1607,b5017,24,16,43.00339452163931,-78.77868861420988
1608,b5018,21,24,43.00339452163931,-78.77868861420988
1609,b5019,20,7,43.00339452163931,-78.77868861420988
1610,b50110,22,20,43.00339452163931,-78.77868861420988
1611,b50111,22,26,43.00339452163931,-78.77868861420988
1612,b50112,21,9,43.00339452163931,-78.77868861420988
1613,b50113,19,20,43.00339452163931,-78.77868861420988
1614,b50114,20,1,43.00339452163931,-78.77868861420988
1615,b50115,24,14,43.00339452163931,-78.77868861420988
1616,b50116,18,27,43.00339452163931,-78.77868861420988
1617,b50117,22,20,43.00339452163931,-78.77868861420988
1618,b50118,20,13,43.00339452163931,-78.77868861420988
1619,b50119,24,11,43.00339452163931,-78.77868861420988
1620,b50120,22,18,43.00339452163931,-78.77868861420988
1621,b50121,20,23,43.00339452163931,-78.77868861420988
1622,b50122,18,20,43.00339452163931,-78.77868861420988
1623,b50123,17,22,43.00339452163931,-78.77868861420988
1624,b50124,18,16,43.00339452163931,-78.77868861420988
1625,b50125,21,18,43.00339452163931,-78.77868861420988
1626,b50126,23,8,43.00339452163931,-78.77868861420988
1627,b50127,18,20,43.00339452163931,-78.77868861420988
1628,b50128,21,24,43.00339452163931,-78.77868861420988
1629,b50129,20,2,43.00339452163931,-78.77868861420988
1630,b50130,19,4,43.00339452163931,-78.77868861420988
1631,b50131,19,26,43.00339452163931,-78.77868861420988
1632,b5110,25,21,43.003412427903065,-78.77775710225906
1633,b5111,19,18,43.003412427903065,-78.77775710225906
1634,b5112,22,11,43.003412427903065,-78.77775710225906
1635,b5113,20,20,43.003412427903065,-78.77775710225906
1636,b5114,21,5,43.003412427903065,-78.77775710225906
1637,b5115,20,5,43.003412427903065,-78.77775710225906
1638,b5116,22,13,43.003412427903065,-78.77775710225906
1639,b5117,17,2,43.003412427903065,-78.77775710225906
1640,b5118,24,18,43.003412427903065,-78.77775710225906
1641,b5119,24,14,43.003412427903065,-78.77775710225906
1642,b51110,22,25,43.003412427903065,-78.77775710225906
1643,b51111,19,0,43.003412427903065,-78.77775710225906
1644,b51112,22,28,43.003412427903065,-78.77775710225906
1645,b51113,21,15,43.003412427903065,-78.77775710225906
1646,b51114,19,3,43.003412427903065,-78.77775710225906
1647,b51115,17,20,43.003412427903065,-78.77775710225906
1648,b51116,18,11,43.003412427903065,-78.77775710225906
1649,b51117,17,17,43.003412427903065,-78.77775710225906
1650,b51118,18,24,43.003412427903065,-78.77775710225906
1651,b51119,24,20,43.003412427903065,-78.77775710225906
1652,b51120,22,9,43.003412427903065,-78.77775710225906
1653,b51121,21,2,43.003412427903065,-78.77775710225906
1654,b51122,19,13,43.003412427903065,-78.77775710225906
1655,b51123,20,22,43.003412427903065,-78.77775710225906
1656,b51124,22,2,43.003412427903065,-78.77775710225906
1657,b51125,25,7,43.003412427903065,-78.77775710225906
1658,b51126,19,6,43.003412427903065,-78.77775710225906
1659,b51127,19,2,43.003412427903065,-78.77775710225906
1660,b51128,20,0,43.003412427903065,-78.77775710225906
1661,b51129,20,20,43.003412427903065,-78.77775710225906
1662,b51130,20,11,43.003412427903065,-78.77775710225906
1663,b51131,20,28,43.003412427903065,-78.77775710225906
1664,b5210,17,6,43.002345773625606,-78.77780750719997
1665,b5211,18,20,43.002345773625606,-78.77780750719997
1666,b5212,17,20,43.002345773625606,-78.77780750719997
1667,b5213,23,6,43.002345773625606,-78.77780750719997
1668,b5214,19,4,43.002345773625606,-78.77780750719997
1669,b5215,18,2,43.002345773625606,-78.77780750719997
1670,b5216,18,13,43.002345773625606,-78.77780750719997
1671,b5217,18,7,43.002345773625606,-78.77780750719997
1672,b5218,23,7,43.002345773625606,-78.77780750719997
1673,b5219,20,7,43.002345773625606,-78.77780750719997
1674,b52110,25,0,43.002345773625606,-78.77780750719997
1675,b52111,24,30,43.002345773625606,-78.77780750719997
1676,b52112,24,22,43.002345773625606,-78.77780750719997
1677,b52113,17,5,43.002345773625606,-78.77780750719997
1678,b52114,22,15,43.002345773625606,-78.77780750719997
1679,b52115,20,0,43.002345773625606,-78.77780750719997
1680,b52116,18,17,43.002345773625606,-78.77780750719997
1681,b52117,18,1,43.002345773625606,-78.77780750719997
1682,b52118,17,23,43.002345773625606,-78.77780750719997
1683,b52119,18,28,43.002345773625606,-78.77780750719997
1684,b52120,25,11,43.002345773625606,-78.77780750719997
1685,b52121,21,15,43.002345773625606,-78.77780750719997
1686,b52122,24,12,43.002345773625606,-78.77780750719997
1687,b52123,23,20,43.002345773625606,-78.77780750719997
1688,b52124,25,17,43.002345773625606,-78.77780750719997
1689,b52125,22,6,43.002345773625606,-78.77780750719997
1690,b52126,18,5,43.002345773625606,-78.77780750719997
1691,b52127,19,21,43.002345773625606,-78.77780750719997
1692,b52128,22,3,43.002345773625606,-78.77780750719997
1693,b52129,25,2,43.002345773625606,-78.77780750719997
1694,b52130,25,6,43.002345773625606,-78.77780750719997
1695,b52131,20,30,43.002345773625606,-78.77780750719997
1696,b5310,18,26,43.00215146893877,-78.77619517752349
1697,b5311,23,7,43.00215146893877,-78.77619517752349
1698,b5312,25,13,43.00215146893877,-78.77619517752349
1699,b5313,23,14,43.00215146893877,-78.77619517752349
1700,b5314,19,11,43.00215146893877,-78.77619517752349
1701,b5315,20,18,43.00215146893877,-78.77619517752349
1702,b5316,18,21,43.00215146893877,-78.77619517752349
1703,b5317,18,10,43.00215146893877,-78.77619517752349
1704,b5318,21,25,43.00215146893877,-78.77619517752349
1705,b5319,21,21,43.00215146893877,-78.77619517752349
1706,b53110,17,14,43.00215146893877,-78.77619517752349
1707,b53111,18,25,43.00215146893877,-78.77619517752349
1708,b53112,23,5,43.00215146893877,-78.77619517752349
1709,b53113,21,15,43.00215146893877,-78.77619517752349
1710,b53114,21,0,43.00215146893877,-78.77619517752349
1711,b53115,21,9,43.00215146893877,-78.77619517752349
1712,b53116,21,25,43.00215146893877,-78.77619517752349
1713,b53117,25,13,43.00215146893877,-78.77619517752349
1714,b53118,20,13,43.00215146893877,-78.77619517752349
1715,b53119,18,7,43.00215146893877,-78.77619517752349
1716,b53120,20,29,43.00215146893877,-78.77619517752349
1717,b53121,23,20,43.00215146893877,-78.77619517752349
1718,b53122,23,24,43.00215146893877,-78.77619517752349
1719,b53123,19,4,43.00215146893877,-78.77619517752349
1720,b53124,20,7,43.00215146893877,-78.77619517752349
1721,b53125,17,0,43.00215146893877,-78.77619517752349
1722,b53126,20,25,43.00215146893877,-78.77619517752349
1723,b53127,17,15,43.00215146893877,-78.77619517752349
1724,b53128,22,4,43.00215146893877,-78.77619517752349
1725,b53129,20,26,43.00215146893877,-78.77619517752349
1726,b53130,20,14,43.00215146893877,-78.77619517752349
1727,b53131,21,4,43.00215146893877,-78.77619517752349
1728,b5410,18,6,43.001520714314,-78.78704347696323
1729,b5411,22,5,43.001520714314,-78.78704347696323
1730,b5412,18,9,43.001520714314,-78.78704347696323
1731,b5413,19,14,43.001520714314,-78.78704347696323
1732,b5414,23,19,43.001520714314,-78.78704347696323
1733,b5415,23,5,43.001520714314,-78.78704347696323
1734,b5416,20,16,43.001520714314,-78.78704347696323
1735,b5417,17,6,43.001520714314,-78.78704347696323
1736,b5418,20,5,43.001520714314,-78.78704347696323
1737,b5419,21,3,43.001520714314,-78.78704347696323
1738,b54110,21,27,43.001520714314,-78.78704347696323
1739,b54111,25,20,43.001520714314,-78.78704347696323
1740,b54112,18,9,43.001520714314,-78.78704347696323
1741,b54113,18,0,43.001520714314,-78.78704347696323
1742,b54114,24,23,43.001520714314,-78.78704347696323
1743,b54115,20,18,43.001520714314,-78.78704347696323
1744,b54116,22,23,43.001520714314,-78.78704347696323
1745,b54117,22,29,43.001520714314,-78.78704347696323
1746,b54118,21,22,43.001520714314,-78.78704347696323
1747,b54119,19,9,43.001520714314,-78.78704347696323
1748,b54120,17,8,43.001520714314,-78.78704347696323
1749,b54121,22,20,43.001520714314,-78.78704347696323
1750,b54122,19,11,43.001520714314,-78.78704347696323
1751,b54123,20,15,43.001520714314,-78.78704347696323
1752,b54124,23,25,43.001520714314,-78.78704347696323
1753,b54125,22,3,43.001520714314,-78.78704347696323
1754,b54126,22,11,43.001520714314,-78.78704347696323
1755,b54127,23,4,43.001520714314,-78.78704347696323
1756,b54128,17,18,43.001520714314,-78.78704347696323
1757,b54129,17,1,43.001520714314,-78.78704347696323
1758,b54130,23,4,43.001520714314,-78.78704347696323
1759,b54131,20,13,43.001520714314,-78.78704347696323
1760,b5420,20,18,43.001520714314,-78.78704347696323
1761,b5421,21,28,43.001520714314,-78.78704347696323
1762,b5422,18,26,43.001520714314,-78.78704347696323
1763,b5423,19,17,43.001520714314,-78.78704347696323
1764,b5424,17,1,43.001520714314,-78.78704347696323
1765,b5425,24,17,43.001520714314,-78.78704347696323
1766,b5426,22,18,43.001520714314,-78.78704347696323
1767,b5427,18,8,43.001520714314,-78.78704347696323
1768,b5428,19,27,43.001520714314,-78.78704347696323
1769,b5429,19,15,43.001520714314,-78.78704347696323
1770,b54210,22,9,43.001520714314,-78.78704347696323
1771,b54211,21,28,43.001520714314,-78.78704347696323
1772,b54212,21,13,43.001520714314,-78.78704347696323
1773,b54213,21,24,43.001520714314,-78.78704347696323
1774,b54214,25,10,43.001520714314,-78.78704347696323
1775,b54215,17,28,43.001520714314,-78.78704347696323
1776,b54216,20,11,43.001520714314,-78.78704347696323
1777,b54217,18,19,43.001520714314,-78.78704347696323
1778,b54218,21,1,43.001520714314,-78.78704347696323
1779,b54219,20,24,43.001520714314,-78.78704347696323
1780,b54220,23,2,43.001520714314,-78.78704347696323
1781,b54221,23,6,43.001520714314,-78.78704347696323
1782,b54222,23,23,43.001520714314,-78.78704347696323
1783,b54223,21,30,43.001520714314,-78.78704347696323
1784,b54224,21,28,43.001520714314,-78.78704347696323
1785,b54225,22,23,43.001520714314,-78.78704347696323
1786,b54226,23,21,43.001520714314,-78.78704347696323
1787,b54227,18,12,43.001520714314,-78.78704347696323
1788,b54228,21,11,43.001520714314,-78.78704347696323
1789,b54229,19,9,43.001520714314,-78.78704347696323
1790,b54230,22,23,43.001520714314,-78.78704347696323
1791,b54231,20,30,43.001520714314,-78.78704347696323
1792,b5430,17,19,43.001520714314,-78.78704347696323
1793,b5431,20,20,43.001520714314,-78.78704347696323
1794,b5432,19,6,43.001520714314,-78.78704347696323
1795,b5433,22,9,43.001520714314,-78.78704347696323
1796,b5434,19,22,43.001520714314,-78.78704347696323
1797,b5435,17,27,43.001520714314,-78.78704347696323
1798,b5436,19,13,43.001520714314,-78.78704347696323
1799,b5437,24,7,43.001520714314,-78.78704347696323
1800,b5438,19,25,43.001520714314,-78.78704347696323
1801,b5439,22,19,43.001520714314,-78.78704347696323
1802,b54310,21,19,43.001520714314,-78.78704347696323
1803,b54311,21,16,43.001520714314,-78.78704347696323
1804,b54312,17,27,43.001520714314,-78.78704347696323
1805,b54313,22,20,43.001520714314,-78.78704347696323
1806,b54314,19,30,43.001520714314,-78.78704347696323
1807,b54315,19,17,43.001520714314,-78.78704347696323
1808,b54316,20,7,43.001520714314,-78.78704347696323
1809,b54317,22,24,43.001520714314,-78.78704347696323
1810,b54318,20,25,43.001520714314,-78.78704347696323
1811,b54319,17,2,43.001520714314,-78.78704347696323
1812,b54320,25,6,43.001520714314,-78.78704347696323
1813,b54321,18,5,43.001520714314,-78.78704347696323
1814,b54322,21,2,43.001520714314,-78.78704347696323
1815,b54323,23,28,43.001520714314,-78.78704347696323
1816,b54324,18,1,43.001520714314,-78.78704347696323
1817,b54325,18,24,43.001520714314,-78.78704347696323
1818,b54326,17,28,43.001520714314,-78.78704347696323
1819,b54327,24,10,43.001520714314,-78.78704347696323
1820,b54328,20,3,43.001520714314,-78.78704347696323
1821,b54329,18,22,43.001520714314,-78.78704347696323
1822,b54330,25,9,43.001520714314,-78.78704347696323
1823,b54331,19,11,43.001520714314,-78.78704347696323
1824,b5440,23,13,43.001520714314,-78.78704347696323
1825,b5441,25,4,43.001520714314,-78.78704347696323
1826,b5442,21,17,43.001520714314,-78.78704347696323
1827,b5443,20,21,43.001520714314,-78.78704347696323
1828,b5444,19,2,43.001520714314,-78.78704347696323
1829,b5445,23,26,43.001520714314,-78.78704347696323
1830,b5446,17,22,43.001520714314,-78.78704347696323
1831,b5447,20,23,43.001520714314,-78.78704347696323
1832,b5448,18,25,43.001520714314,-78.78704347696323
1833,b5449,19,6,43.001520714314,-78.78704347696323
1834,b54410,17,5,43.001520714314,-78.78704347696323
1835,b54411,21,15,43.001520714314,-78.78704347696323
1836,b54412,25,8,43.001520714314,-78.78704347696323
1837,b54413,22,15,43.001520714314,-78.78704347696323
1838,b54414,21,8,43.001520714314,-78.78704347696323
1839,b54415,20,16,43.001520714314,-78.78704347696323
1840,b54416,18,24,43.001520714314,-78.78704347696323
1841,b54417,24,24,43.001520714314,-78.78704347696323
1842,b54418,21,24,43.001520714314,-78.78704347696323
1843,b54419,25,10,43.001520714314,-78.78704347696323
1844,b54420,17,9,43.001520714314,-78.78704347696323
1845,b54421,20,9,43.001520714314,-78.78704347696323
1846,b54422,18,5,43.001520714314,-78.78704347696323
1847,b54423,17,5,43.001520714314,-78.78704347696323
1848,b54424,19,15,43.001520714314,-78.78704347696323
1849,b54425,20,22,43.001520714314,-78.78704347696323
1850,b54426,22,22,43.001520714314,-78.78704347696323
1851,b54427,22,22,43.001520714314,-78.78704347696323
1852,b54428,21,1,43.001520714314,-78.78704347696323
1853,b54429,22,27,43.001520714314,-78.78704347696323
1854,b54430,23,26,43.001520714314,-78.78704347696323
1855,b54431,23,14,43.001520714314,-78.78704347696323
1856,b5510,19,20,42.99999097423117,-78.79143508062299
1857,b5511,17,0,42.99999097423117,-78.79143508062299
1858,b5512,21,9,42.99999097423117,-78.79143508062299
1859,b5513,21,4,42.99999097423117,-78.79143508062299
1860,b5514,22,18,42.99999097423117,-78.79143508062299
1861,b5515,23,28,42.99999097423117,-78.79143508062299
1862,b5516,19,25,42.99999097423117,-78.79143508062299
1863,b5517,25,12,42.99999097423117,-78.79143508062299
1864,b5518,20,29,42.99999097423117,-78.79143508062299
1865,b5519,21,15,42.99999097423117,-78.79143508062299
1866,b55110,24,25,42.99999097423117,-78.79143508062299
1867,b55111,19,0,42.99999097423117,-78.79143508062299
1868,b55112,18,1,42.99999097423117,-78.79143508062299
1869,b55113,20,0,42.99999097423117,-78.79143508062299
1870,b55114,18,21,42.99999097423117,-78.79143508062299
1871,b55115,18,0,42.99999097423117,-78.79143508062299
1872,b55116,23,20,42.99999097423117,-78.79143508062299
1873,b55117,18,14,42.99999097423117,-78.79143508062299
1874,b55118,17,0,42.99999097423117,-78.79143508062299
1875,b55119,20,12,42.99999097423117,-78.79143508062299
1876,b55120,21,26,42.99999097423117,-78.79143508062299
1877,b55121,18,24,42.99999097423117,-78.79143508062299
1878,b55122,23,18,42.99999097423117,-78.79143508062299
1879,b55123,18,19,42.99999097423117,-78.79143508062299
1880,b55124,17,20,42.99999097423117,-78.79143508062299
1881,b55125,19,5,42.99999097423117,-78.79143508062299
1882,b55126,22,30,42.99999097423117,-78.79143508062299
1883,b55127,17,1,42.99999097423117,-78.79143508062299
1884,b55128,18,1,42.99999097423117,-78.79143508062299
1885,b55129,18,12,42.99999097423117,-78.79143508062299
1886,b55130,20,8,42.99999097423117,-78.79143508062299
1887,b55131,18,5,42.99999097423117,-78.79143508062299
1888,b5520,18,26,42.99999097423117,-78.79143508062299
1889,b5521,20,24,42.99999097423117,-78.79143508062299
1890,b5522,20,4,42.99999097423117,-78.79143508062299
1891,b5523,23,3,42.99999097423117,-78.79143508062299
1892,b5524,20,1,42.99999097423117,-78.79143508062299
1893,b5525,23,28,42.99999097423117,-78.79143508062299
1894,b5526,18,4,42.99999097423117,-78.79143508062299
1895,b5527,20,17,42.99999097423117,-78.79143508062299
1896,b5528,25,16,42.99999097423117,-78.79143508062299
1897,b5529,17,22,42.99999097423117,-78.79143508062299
1898,b55210,18,26,42.99999097423117,-78.79143508062299
1899,b55211,17,7,42.99999097423117,-78.79143508062299
1900,b55212,20,3,42.99999097423117,-78.79143508062299
1901,b55213,18,24,42.99999097423117,-78.79143508062299
1902,b55214,23,21,42.99999097423117,-78.79143508062299
1903,b55215,17,8,42.99999097423117,-78.79143508062299
1904,b55216,18,24,42.99999097423117,-78.79143508062299
1905,b55217,20,13,42.99999097423117,-78.79143508062299
1906,b55218,20,13,42.99999097423117,-78.79143508062299
1907,b55219,18,29,42.99999097423117,-78.79143508062299
1908,b55220,25,30,42.99999097423117,-78.79143508062299
1909,b55221,21,19,42.99999097423117,-78.79143508062299
1910,b55222,24,19,42.99999097423117,-78.79143508062299
1911,b55223,20,3,42.99999097423117,-78.79143508062299
1912,b55224,20,25,42.99999097423117,-78.79143508062299
1913,b55225,20,28,42.99999097423117,-78.79143508062299
1914,b55226,19,27,42.99999097423117,-78.79143508062299
1915,b55227,20,24,42.99999097423117,-78.79143508062299
1916,b55228,23,27,42.99999097423117,-78.79143508062299
1917,b55229,21,24,42.99999097423117,-78.79143508062299
1918,b55230,22,13,42.99999097423117,-78.79143508062299
1919,b55231,19,1,42.99999097423117,-78.79143508062299
1920,b5530,19,21,42.99999097423117,-78.79143508062299
1921,b5531,20,11,42.99999097423117,-78.79143508062299
1922,b5532,19,15,42.99999097423117,-78.79143508062299
1923,b5533,20,21,42.99999097423117,-78.79143508062299
1924,b5534,18,21,42.99999097423117,-78.79143508062299
1925,b5535,17,6,42.99999097423117,-78.79143508062299
1926,b5536,20,15,42.99999097423117,-78.79143508062299
1927,b5537,20,17,42.99999097423117,-78.79143508062299
1928,b5538,20,21,42.99999097423117,-78.79143508062299
1929,b5539,18,0,42.99999097423117,-78.79143508062299
1930,b55310,17,14,42.99999097423117,-78.79143508062299
1931,b55311,21,30,42.99999097423117,-78.79143508062299
1932,b55312,18,23,42.99999097423117,-78.79143508062299
1933,b55313,21,0,42.99999097423117,-78.79143508062299
1934,b55314,25,24,42.99999097423117,-78.79143508062299
1935,b55315,22,9,42.99999097423117,-78.79143508062299
1936,b55316,22,20,42.99999097423117,-78.79143508062299
1937,b55317,20,11,42.99999097423117,-78.79143508062299
1938,b55318,21,6,42.99999097423117,-78.79143508062299
1939,b55319,23,2,42.99999097423117,-78.79143508062299
1940,b55320,19,20,42.99999097423117,-78.79143508062299
1941,b55321,20,12,42.99999097423117,-78.79143508062299
1942,b55322,20,0,42.99999097423117,-78.79143508062299
1943,b55323,23,6,42.99999097423117,-78.79143508062299
1944,b55324,23,6,42.99999097423117,-78.79143508062299
1945,b55325,23,11,42.99999097423117,-78.79143508062299
1946,b55326,22,18,42.99999097423117,-78.79143508062299
1947,b55327,17,25,42.99999097423117,-78.79143508062299
1948,b55328,22,17,42.99999097423117,-78.79143508062299
1949,b55329,17,19,42.99999097423117,-78.79143508062299
1950,b55330,18,14,42.99999097423117,-78.79143508062299
1951,b55331,23,15,42.99999097423117,-78.79143508062299
1952,b5540,22,22,42.99999097423117,-78.79143508062299
1953,b5541,23,23,42.99999097423117,-78.79143508062299
1954,b5542,19,2,42.99999097423117,-78.79143508062299
1955,b5543,21,7,42.99999097423117,-78.79143508062299
1956,b5544,19,14,42.99999097423117,-78.79143508062299
1957,b5545,21,18,42.99999097423117,-78.79143508062299
1958,b5546,23,19,42.99999097423117,-78.79143508062299
1959,b5547,25,2,42.99999097423117,-78.79143508062299
1960,b5548,21,30,42.99999097423117,-78.79143508062299
1961,b5549,23,5,42.99999097423117,-78.79143508062299
1962,b55410,18,13,42.99999097423117,-78.79143508062299
1963,b55411,17,26,42.99999097423117,-78.79143508062299
1964,b55412,17,23,42.99999097423117,-78.79143508062299
1965,b55413,20,6,42.99999097423117,-78.79143508062299
1966,b55414,19,17,42.99999097423117,-78.79143508062299
1967,b55415,21,24,42.99999097423117,-78.79143508062299
1968,b55416,18,12,42.99999097423117,-78.79143508062299
1969,b55417,24,5,42.99999097423117,-78.79143508062299
1970,b55418,17,10,42.99999097423117,-78.79143508062299
1971,b55419,17,13,42.99999097423117,-78.79143508062299
1972,b55420,17,16,42.99999097423117,-78.79143508062299
1973,b55421,17,4,42.99999097423117,-78.79143508062299
1974,b55422,20,20,42.99999097423117,-78.79143508062299
1975,b55423,23,12,42.99999097423117,-78.79143508062299
1976,b55424,24,19,42.99999097423117,-78.79143508062299
1977,b55425,18,22,42.99999097423117,-78.79143508062299
1978,b55426,17,17,42.99999097423117,-78.79143508062299
1979,b55427,25,8,42.99999097423117,-78.79143508062299
1980,b55428,18,24,42.99999097423117,-78.79143508062299
1981,b55429,24,13,42.99999097423117,-78.79143508062299
1982,b55430,24,10,42.99999097423117,-78.79143508062299
1983,b55431,24,30,42.99999097423117,-78.79143508062299
1984,b5550,23,30,42.99999097423117,-78.79143508062299
1985,b5551,20,2,42.99999097423117,-78.79143508062299
1986,b5552,25,1,42.99999097423117,-78.79143508062299
1987,b5553,20,4,42.99999097423117,-78.79143508062299
1988,b5554,23,16,42.99999097423117,-78.79143508062299
1989,b5555,19,8,42.99999097423117,-78.79143508062299
1990,b5556,22,2,42.99999097423117,-78.79143508062299
1991,b5557,23,30,42.99999097423117,-78.79143508062299
1992,b5558,20,1,42.99999097423117,-78.79143508062299
1993,b5559,25,15,42.99999097423117,-78.79143508062299
1994,b55510,17,0,42.99999097423117,-78.79143508062299
1995,b55511,22,11,42.99999097423117,-78.79143508062299
1996,b55512,21,29,42.99999097423117,-78.79143508062299
1997,b55513,22,16,42.99999097423117,-78.79143508062299
1998,b55514,17,29,42.99999097423117,-78.79143508062299
1999,b55515,22,19,42.99999097423117,-78.79143508062299
2000,b55516,18,24,42.99999097423117,-78.79143508062299
2001,b55517,25,20,42.99999097423117,-78.79143508062299
2002,b55518,17,9,42.99999097423117,-78.79143508062299
2003,b55519,22,14,42.99999097423117,-78.79143508062299
2004,b55520,24,27,42.99999097423117,-78.79143508062299
2005,b55521,20,26,42.99999097423117,-78.79143508062299
2006,b55522,17,18,42.99999097423117,-78.79143508062299
2007,b55523,22,25,42.99999097423117,-78.79143508062299
2008,b55524,21,8,42.99999097423117,-78.79143508062299
2009,b55525,25,22,42.99999097423117,-78.79143508062299
2010,b55526,17,17,42.99999097423117,-78.79143508062299
2011,b55527,19,12,42.99999097423117,-78.79143508062299
2012,b55528,19,10,42.99999097423117,-78.79143508062299
2013,b55529,24,14,42.99999097423117,-78.79143508062299
2014,b55530,17,0,42.99999097423117,-78.79143508062299
2015,b55531,21,11,42.99999097423117,-78.79143508062299
2016,b5560,22,28,42.99999097423117,-78.79143508062299
2017,b5561,20,22,42.99999097423117,-78.79143508062299
2018,b5562,25,24,42.99999097423117,-78.79143508062299
2019,b5563,20,8,42.99999097423117,-78.79143508062299
2020,b5564,21,18,42.99999097423117,-78.79143508062299
2021,b5565,22,1,42.99999097423117,-78.79143508062299
2022,b5566,21,10,42.99999097423117,-78.79143508062299
2023,b5567,18,22,42.99999097423117,-78.79143508062299
2024,b5568,23,29,42.99999097423117,-78.79143508062299
2025,b5569,18,13,42.99999097423117,-78.79143508062299
2026,b55610,18,20,42.99999097423117,-78.79143508062299
2027,b55611,24,0,42.99999097423117,-78.79143508062299
2028,b55612,25,14,42.99999097423117,-78.79143508062299
2029,b55613,17,17,42.99999097423117,-78.79143508062299
2030,b55614,23,29,42.99999097423117,-78.79143508062299
2031,b55615,21,10,42.99999097423117,-78.79143508062299
2032,b55616,21,1,42.99999097423117,-78.79143508062299
2033,b55617,22,8,42.99999097423117,-78.79143508062299
2034,b55618,22,5,42.99999097423117,-78.79143508062299
2035,b55619,21,7,42.99999097423117,-78.79143508062299
2036,b55620,20,17,42.99999097423117,-78.79143508062299
2037,b55621,23,25,42.99999097423117,-78.79143508062299
2038,b55622,21,14,42.99999097423117,-78.79143508062299
2039,b55623,25,12,42.99999097423117,-78.79143508062299
2040,b55624,20,0,42.99999097423117,-78.79143508062299
2041,b55625,19,4,42.99999097423117,-78.79143508062299
2042,b55626,20,18,42.99999097423117,-78.79143508062299
2043,b55627,22,28,42.99999097423117,-78.79143508062299
2044,b55628,22,15,42.99999097423117,-78.79143508062299
2045,b55629,23,28,42.99999097423117,-78.79143508062299
2046,b55630,18,19,42.99999097423117,-78.79143508062299
2047,b55631,18,16,42.99999097423117,-78.79143508062299
2048,b5570,17,23,42.99999097423117,-78.79143508062299
2049,b5571,21,16,42.99999097423117,-78.79143508062299
2050,b5572,19,15,42.99999097423117,-78.79143508062299
2051,b5573,20,8,42.99999097423117,-78.79143508062299
2052,b5574,24,22,42.99999097423117,-78.79143508062299
2053,b5575,18,8,42.99999097423117,-78.79143508062299
2054,b5576,23,29,42.99999097423117,-78.79143508062299
2055,b5577,19,4,42.99999097423117,-78.79143508062299
2056,b5578,19,28,42.99999097423117,-78.79143508062299
2057,b5579,19,27,42.99999097423117,-78.79143508062299
2058,b55710,22,1,42.99999097423117,-78.79143508062299
2059,b55711,19,17,42.99999097423117,-78.79143508062299
2060,b55712,25,17,42.99999097423117,-78.79143508062299
2061,b55713,17,11,42.99999097423117,-78.79143508062299
2062,b55714,18,25,42.99999097423117,-78.79143508062299
2063,b55715,23,17,42.99999097423117,-78.79143508062299
2064,b55716,19,13,42.99999097423117,-78.79143508062299
2065,b55717,23,9,42.99999097423117,-78.79143508062299
2066,b55718,21,12,42.99999097423117,-78.79143508062299
2067,b55719,22,18,42.99999097423117,-78.79143508062299
2068,b55720,19,21,42.99999097423117,-78.79143508062299
2069,b55721,24,6,42.99999097423117,-78.79143508062299
2070,b55722,24,21,42.99999097423117,-78.79143508062299
2071,b55723,23,16,42.99999097423117,-78.79143508062299
2072,b55724,25,28,42.99999097423117,-78.79143508062299
2073,b55725,19,28,42.99999097423117,-78.79143508062299
2074,b55726,17,30,42.99999097423117,-78.79143508062299
